Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
summon,16680,summon,s^mxn,7,6,1,0.857142857,0.142857143,5,2,0.238095238,0.333333333,0.5,0,2,5,405,7,36,3,197,2.29666519,699,47,820528,6,1
summons,16681,summons,s^mxnz,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,492,8,26,3,81,1.913813852,477,25,1353994,7,2
sundae,16683,sundae,s^nde,2,2,0,1,0,1,1,0,0,-1,-1,2,5,589,7,16,5,81,1.913813852,195,41,297154,6,NA
sunder,16684,sunder,s^ndX,6,4,2,0.666666667,0.333333333,5,1,0.2,0.166666667,0.3,-1,2,5,473,7,24,15,2,0.477121255,18,1,125141,6,1
sung,16688,sung,s^G,20,16,4,0.8,0.2,13,7,0.236842105,0.325,0.371794872,0.761904762,1,3,619,5,48,30,178,2.252853031,1566,297,3242040,4,1
sunk,16689,sunk,s^Gk,17,11,6,0.647058824,0.352941176,14,3,0.279411765,0.527272727,0.395604396,0.666666667,1,4,434,5,37,25,237,2.376576957,1196,159,1217793,5,1
supervise,16714,supervise,supXvYz,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,753,10,2,2,98,1.995635195,676,76,1799608,8,2
supervisor,16716,supervisor,supXvYzX,2,0,2,0,1,0,2,0,-1,-1,0,4,8,831,11,6,2,304,2.484299839,3046,415,12156446,9,2
supervisory,16717,supervisory,supXvYzXi,1,0,1,0,1,0,1,-1,-1,-1,-1,5,9,843,11,4,2,16,1.230448921,480,33,3252742,9,3
supper,16719,supper,s^pX,7,4,3,0.571428571,0.428571429,2,5,0.19047619,0.5,0,0.4,2,4,497,7,24,8,988,2.995196292,2325,104,2709558,5,2
supply,16728,supply,sxplY,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,669,7,6,1,952,2.979092901,13683,1931,73221816,6,1
support,16729,support,sxport,2,0,2,0,1,2,0,1,-1,1,-1,2,6,614,8,6,1,2587,3.412964272,77557,15542,373521243,7,1
suppose,16730,suppose,sxpoz,2,0,2,0,1,1,1,0,-1,-1,-1,2,5,626,8,5,2,6416,3.807332039,7894,1907,11981451,6,1
supposed,16731,supposed,sxpozd,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,677,9,2,2,12865,4.109443547,20498,6273,14497557,6,2
suppress,16734,suppress,sxprEs,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,748,9,3,0,76,1.886490725,1368,218,2179050,7,1
sure,16742,sure,SUr,9,8,1,0.888888889,0.111111111,7,2,0.222222222,0.285714286,0.333333333,1,1,3,418,5,52,23,56091,4.748900925,83472,29970,110540101,4,1
surface,16744,surface,sRfxs,2,2,0,1,0,1,1,0,0,-1,-1,2,5,532,8,7,4,930,2.968949681,21818,1603,50028031,6,1
surgeon,16747,surgeon,sRJ|n,3,2,1,0.666666667,0.333333333,3,0,0.333333333,1,0.333333333,-1,2,5,530,8,15,6,838,2.923761961,3862,903,5350136,6,1
surgery,16748,surgery,sRJXi,1,1,0,1,0,1,0,-1,-1,-1,-1,3,5,534,7,2,0,1651,3.218010043,11501,2675,40026384,6,1
surplus,16756,surplus,sRpl^s,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,587,8,0,0,104,2.021189299,2174,538,7300282,7,1
surrender,16758,surrender,sXEndX,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,659,10,7,1,789,2.897627091,2780,549,4019161,7,1
surround,16762,surround,sXWnd,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,636,9,3,1,156,2.195899652,1636,246,6660071,6,1
survey,16766,survey,sRve,3,2,1,0.666666667,0.333333333,1,2,0.333333333,0,-1,1,2,4,509,7,24,7,227,2.357934847,20475,1420,62995429,5,1
suspend,16771,suspend,s|spEnd,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,708,8,3,1,141,2.152288344,921,255,3312160,8,1
suspense,16772,suspense,s|spEns,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,676,9,3,0,114,2.06069784,644,132,4181909,8,1
swab,16779,swab,swab,10,8,2,0.8,0.2,3,7,0.488888889,0.75,0.333333333,1,1,4,581,5,21,13,121,2.086359831,315,54,420847,5,1
swaddle,16780,swaddle,swadL,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,6,464,5,2,3,4,0.698970004,25,1,37523,5,1
swallow,16786,swallow,swalo,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,445,8,10,3,649,2.812913357,2206,237,3832303,6,1
swam,16787,swam,sw@m,4,4,0,1,0,1,3,0.166666667,0.166666667,-1,0.333333333,1,4,604,5,16,26,123,2.093421685,1243,78,590013,4,1
swamp,16788,swamp,swamp,1,0,1,0,1,0,1,-1,-1,-1,-1,1,5,569,6,8,10,458,2.661812686,1831,112,2576121,6,1
swan,16789,swan,swan,11,10,1,0.909090909,0.090909091,1,10,0.436363636,0.533333333,-1,0.533333333,1,4,528,5,41,24,348,2.542825427,1129,128,4767599,5,1
swank,16790,swank,sw@Gk,3,2,1,0.666666667,0.333333333,3,0,1,1,1,-1,1,5,502,6,7,13,24,1.397940009,403,132,695208,4,1
swarm,16794,swarm,sworm,6,4,2,0.666666667,0.333333333,2,4,0.4,0.5,0,1,1,5,552,6,9,7,68,1.838849091,869,74,1158415,6,1
swash,16797,swash,swaS,10,9,1,0.9,0.1,2,8,0.488888889,0.583333333,1,0.75,1,4,596,6,17,9,5,0.77815125,37,1,272310,5,NA
swat,16799,swat,swat,16,13,3,0.8125,0.1875,7,9,0.258333333,0.320512821,0.380952381,0.611111111,1,4,526,5,30,17,196,2.294466226,882,208,1476384,5,1
swath,16800,swath,swaT,7,7,0,1,0,0,7,1,1,-1,1,1,4,518,6,10,6,11,1.079181246,620,44,438339,4,1
sway,16802,sway,swe,9,4,5,0.444444444,0.555555556,5,4,0.305555556,0.5,0.4,0.5,1,3,435,5,38,19,129,2.113943352,1344,167,1540461,4,1
swear,16803,swear,swEr,11,9,2,0.818181818,0.181818182,8,3,0.2,0.222222222,0.321428571,0.333333333,1,4,510,6,30,9,4496,3.652922888,2486,485,3082820,5,1
sweat,16804,sweat,swEt,9,5,4,0.555555556,0.444444444,3,6,0.111111111,0.2,0.666666667,0.133333333,1,4,470,6,24,10,1115,3.047664195,6179,467,4552290,5,1
sweater,16805,sweater,swEtX,3,0,3,0,1,1,2,0,-1,-1,0,2,5,549,8,13,5,704,2.848189117,2443,226,3798820,6,1
sweep,16808,sweep,swip,9,7,2,0.777777778,0.222222222,4,5,0.222222222,0.238095238,0.666666667,0.4,1,4,455,6,25,8,485,2.686636269,2772,402,3624118,5,1
swell,16813,swell,swEl,10,8,2,0.8,0.2,6,4,0.2,0.142857143,0.466666667,0.333333333,1,4,530,6,31,15,1061,3.026124517,1346,125,2214467,5,1
swept,16815,swept,swEpt,3,1,2,0.333333333,0.666666667,2,1,0,-1,0,-1,1,5,471,4,11,7,243,2.387389826,4663,597,2612332,4,1
swift,16818,swift,swIft,1,0,1,0,1,1,0,-1,-1,-1,-1,1,5,591,6,10,4,197,2.29666519,2677,405,5854122,6,1
swig,16819,swig,swIg,10,9,1,0.9,0.1,3,7,0.4,0.444444444,1,0.714285714,1,4,449,5,23,9,48,1.69019608,313,9,377915,5,1
swim,16821,swim,swIm,11,11,0,1,0,3,8,0.309090909,0.309090909,0.333333333,0.571428571,1,4,456,5,22,11,1622,3.21031852,4008,467,8741139,5,1
swindle,16822,swindle,swIndL,2,2,0,1,0,2,0,0,0,0,-1,2,7,554,8,8,9,36,1.568201724,305,201,255565,8,1
swine,16823,swine,swYn,10,8,2,0.8,0.2,6,4,0.222222222,0.178571429,0.466666667,0.5,1,4,668,6,26,16,226,2.356025857,786,288,1579187,5,1
swing,16824,swing,swIG,12,10,2,0.833333333,0.166666667,5,7,0.333333333,0.4,0.7,0.714285714,1,4,473,6,28,18,1325,3.122543524,6943,993,12736938,5,1
swipe,16825,swipe,swYp,6,5,1,0.833333333,0.166666667,2,4,0.2,0.3,0,0.5,1,4,457,6,18,11,82,1.919078092,479,59,528509,5,1
swirl,16826,swirl,swRl,5,5,0,1,0,2,3,0.2,0.2,1,0.333333333,1,4,486,6,16,5,46,1.672097858,870,57,1251090,5,1
swish,16827,swish,swIS,9,8,1,0.888888889,0.111111111,2,7,0.444444444,0.535714286,1,0.714285714,1,4,516,6,15,3,82,1.919078092,269,12,949706,5,1
swiss,16828,Swiss,swIs,6,6,0,1,0,0,6,1,1,-1,1,1,4,481,6,14,5,321,2.507855872,2684,367,21325754,5,NA
switch,16829,switch,swIC,11,10,1,0.909090909,0.090909091,5,6,0.345454545,0.377777778,0.4,1,1,4,475,7,21,6,1434,3.156851901,6924,979,45341217,5,1
swoop,16833,swoop,swup,10,9,1,0.9,0.1,6,4,0.288888889,0.25,0.666666667,0.5,1,4,385,6,18,8,78,1.897627091,396,53,467481,5,1
sword,16834,sword,sord,13,11,2,0.846153846,0.153846154,9,4,0.41025641,0.527272727,0.805555556,0.5,1,4,559,6,49,7,1335,3.125806458,3323,259,8845283,5,1
swore,16836,swore,swor,11,5,6,0.454545455,0.545454545,6,5,0.309090909,0.6,0.733333333,0.6,1,4,569,5,25,12,446,2.650307523,1208,135,668969,5,1
sworn,16837,sworn,sworn,6,4,2,0.666666667,0.333333333,2,4,0.4,0.5,0,1,1,5,617,5,11,8,494,2.694605199,1697,557,2332355,6,1
swung,16839,swung,sw^G,5,4,1,0.8,0.2,3,2,0.3,0.166666667,1,0,1,4,499,4,5,4,117,2.071882007,2912,115,870107,4,1
symptomatic,16866,symptomatic,sImtxm@tIk,1,1,0,1,0,1,0,-1,-1,-1,-1,4,11,942,8,1,1,29,1.477121255,551,54,859065,8,1
syringe,16889,syringe,sXInJ,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,694,8,2,2,99,2,593,69,1086828,6,1
syrup,16890,syrup,sRxp,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,443,6,6,1,260,2.416640507,2451,176,3110920,5,1
systematic,16892,systematic,sIstxm@tIk,1,1,0,1,0,1,0,-1,-1,-1,-1,4,10,838,11,1,1,30,1.491361694,3628,168,6527542,11,1
tab,16899,tab,t@b,17,15,2,0.882352941,0.117647059,9,8,0.272058824,0.352380952,0.444444444,0.75,1,3,406,4,59,38,294,2.469822016,1508,268,18990893,4,1
tabby,16900,tabby,t@bi,10,8,2,0.8,0.2,5,5,0.266666667,0.321428571,0.6,0.6,2,4,378,5,42,6,37,1.579783597,200,11,504455,4,2
table,16902,table,tebL,9,7,2,0.777777778,0.222222222,8,1,0.611111111,0.714285714,0.785714286,-1,2,5,326,6,25,16,5387,3.731427587,73702,4844,165344305,6,1
tacit,16917,tacit,t@s|t,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,365,6,10,3,7,0.903089987,533,43,600775,6,1
tack,16920,tack,t@k,37,27,10,0.72972973,0.27027027,23,14,0.187687688,0.316239316,0.367588933,0.351648352,1,3,377,5,115,32,108,2.037426498,912,90,2548232,4,1
tackle,16921,tackle,t@kL,12,10,2,0.833333333,0.166666667,5,7,0.227272727,0.222222222,0.6,0.380952381,2,5,394,7,25,6,219,2.342422681,4242,444,6445868,6,1
tacky,16922,tacky,t@ki,13,11,2,0.846153846,0.153846154,4,9,0.205128205,0.218181818,0.5,0.361111111,2,4,442,5,46,8,134,2.130333768,455,77,519106,5,1
tactile,16926,tactile,t@ktL,4,1,3,0.25,0.75,2,2,0.333333333,-1,0,1,2,6,555,6,1,0,18,1.278753601,789,27,863413,5,1
taffy,16930,taffy,t@fi,5,5,0,1,0,1,4,0.6,0.6,-1,1,2,4,454,6,33,3,122,2.089905111,134,13,411033,5,1
tag,16931,tag,t@g,21,20,1,0.952380952,0.047619048,14,7,0.371428571,0.405263158,0.626373626,1,1,3,370,4,62,40,708,2.850646235,3394,492,32443312,4,1
tail,16932,tail,tel,30,26,4,0.866666667,0.133333333,26,4,0.351724138,0.418461538,0.461538462,0.5,1,3,394,5,117,29,1219,3.086359831,5452,595,10557843,4,1
tailor,16934,tailor,telX,6,5,1,0.833333333,0.166666667,3,3,0.133333333,0.2,0.333333333,0.333333333,2,4,440,7,67,8,213,2.330413773,1069,111,3143833,5,2
taint,16935,taint,tent,8,7,1,0.875,0.125,7,1,0.214285714,0.285714286,0.285714286,-1,1,4,391,6,20,10,40,1.612783857,304,59,381803,5,1
take,16936,take,tek,25,23,2,0.92,0.08,22,3,0.346666667,0.367588933,0.437229437,1,1,3,298,5,69,36,96443,4.984275214,185863,61593,264366303,4,1
taken,16937,taken,tek|n,4,4,0,1,0,4,0,0.5,0.5,0.5,-1,2,5,452,5,18,10,7071,3.849542252,52018,12498,87021159,5,1
talc,16938,talc,t@lk,5,4,1,0.8,0.2,0,5,0.4,0.333333333,-1,0.4,1,4,365,5,15,6,12,1.113943352,57,2,342091,5,1
talent,16939,talent,t@l|nt,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,6,449,7,9,3,1332,3.124830149,8405,1257,12712170,7,1
talk,16942,talk,tck,23,20,3,0.869565217,0.130434783,18,5,0.300395257,0.347368421,0.431372549,1,1,3,269,5,76,20,43605,4.63954625,85578,44132,97864221,4,1
tall,16944,tall,tcl,27,22,5,0.814814815,0.185185185,22,5,0.267806268,0.341991342,0.363636364,1,1,3,318,5,94,33,1649,3.217483944,13194,1011,14325877,4,1
tallow,16945,tallow,t@lo,10,8,2,0.8,0.2,8,2,0.488888889,0.571428571,0.75,1,2,4,402,6,31,11,5,0.77815125,138,0,239819,4,1
tally,16946,tally,t@li,13,12,1,0.923076923,0.076923077,7,6,0.358974359,0.333333333,1,0.466666667,2,4,406,6,75,23,178,2.252853031,983,216,1812605,5,1
talon,16951,talon,t@l|n,3,2,1,0.666666667,0.333333333,2,1,0,0,0,-1,2,5,467,6,29,9,56,1.755874856,200,6,858741,6,1
tame,16956,tame,tem,19,18,1,0.947368421,0.052631579,16,3,0.368421053,0.352941176,0.5,1,1,3,369,5,54,29,139,2.146128036,891,86,1270648,4,1
tamp,16957,tamp,t@mp,11,6,5,0.545454545,0.454545455,8,3,0.309090909,1,0.571428571,0.333333333,1,4,386,5,35,23,3,0.602059991,111,29,95517,5,1
tan,16959,tan,t@n,25,23,2,0.92,0.08,17,8,0.283333333,0.304347826,0.470588235,0.75,1,3,428,4,113,59,439,2.643452676,2512,197,9751642,4,1
tandem,16961,tandem,t@ndxm,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,400,7,4,0,18,1.278753601,871,50,2423295,7,1
tang,16962,tang,t@G,18,16,2,0.888888889,0.111111111,10,8,0.287581699,0.358333333,0.488888889,0.785714286,1,3,343,5,69,44,114,2.06069784,727,15,2668036,4,1
tangle,16968,tangle,t@GgL,9,8,1,0.888888889,0.111111111,8,1,0.583333333,0.535714286,0.75,-1,2,6,365,7,18,15,53,1.73239376,919,43,554585,7,1
tango,16969,tango,t@Ggo,2,2,0,1,0,1,1,0,0,-1,-1,2,5,469,6,3,11,274,2.439332694,745,138,2728553,6,1
tank,16970,tank,t@Gk,16,11,5,0.6875,0.3125,11,5,0.416666667,0.672727273,0.836363636,0.4,1,4,327,5,48,29,1306,3.116275588,7358,1306,22073920,5,1
tanker,16972,tanker,t@GkX,7,4,3,0.571428571,0.428571429,5,2,0.285714286,0.5,0.6,0,2,5,432,7,22,19,100,2.004321374,673,204,1278916,6,1
tap,16980,tap,t@p,26,23,3,0.884615385,0.115384615,17,9,0.270769231,0.339920949,0.485294118,0.611111111,1,3,349,4,81,43,752,2.876794976,4562,531,8780413,4,1
tape,16981,tape,tep,16,14,2,0.875,0.125,12,4,0.283333333,0.307692308,0.46969697,0.5,1,3,304,5,37,25,3511,3.545554507,11608,4569,30944306,4,1
taps,16987,taps,t@ps,7,4,3,0.571428571,0.428571429,5,2,0.142857143,0.166666667,0.3,0,1,4,446,5,42,29,130,2.117271296,994,111,2690265,5,2
tar,16989,tar,tar,20,16,4,0.8,0.2,15,5,0.268421053,0.341666667,0.438095238,0.5,1,3,398,4,101,53,160,2.206825876,1560,139,6820909,4,1
tardy,16991,tardy,tardi,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,5,445,5,13,8,58,1.770852012,166,10,303140,6,1
tare,16992,tare,tEr,23,20,3,0.869565217,0.130434783,20,3,0.403162055,0.468421053,0.531578947,0.333333333,1,3,305,4,52,37,4,0.698970004,112,0,232510,4,1
tarry,16999,tarry,t@ri,14,12,2,0.857142857,0.142857143,10,4,0.395604396,0.409090909,0.666666667,1,2,4,357,6,121,18,23,1.380211242,87,2,248483,5,1
tart,17000,tart,tart,14,8,6,0.571428571,0.428571429,9,5,0.263736264,0.535714286,0.583333333,0.3,1,4,322,5,37,30,122,2.089905111,1336,78,1363526,5,1
tartar,17002,tartar,tartX,6,5,1,0.833333333,0.166666667,4,2,0.466666667,0.6,1,1,2,5,336,7,22,4,76,1.886490725,225,7,337681,6,1
task,17004,task,t@sk,9,7,2,0.777777778,0.222222222,5,4,0.25,0.19047619,0.6,0.5,1,4,440,5,30,17,649,2.812913357,19791,1846,39834604,5,1
taste,17006,taste,test,9,8,1,0.888888889,0.111111111,7,2,0.305555556,0.392857143,0.523809524,0,1,4,375,6,34,14,2617,3.417969642,14001,1677,17312480,5,1
tasty,17007,tasty,testi,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,409,5,12,7,322,2.509202522,1279,111,3565981,6,1
tatter,17009,tatter,t@tX,15,13,2,0.866666667,0.133333333,11,4,0.323809524,0.320512821,0.563636364,0.5,2,4,409,7,35,16,0,0,13,2,20702,5,1
tattoo,17013,tattoo,t@tu,3,2,1,0.666666667,0.333333333,0,3,1,1,-1,1,2,4,520,7,9,1,610,2.78604121,1590,339,6840612,5,1
tavern,17018,tavern,t@vXn,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,479,7,4,5,158,2.201397124,1135,46,2738818,6,1
tawny,17021,tawny,tcni,5,5,0,1,0,4,1,0.6,0.6,1,-1,2,4,359,5,61,1,33,1.531478917,237,4,602308,5,1
tax,17022,tax,t@ks,9,6,3,0.666666667,0.333333333,3,6,0.277777778,0.266666667,1,0.466666667,1,4,433,4,95,36,742,2.870988814,40830,15658,146911524,5,1
taxi,17024,taxi,t@ksi,2,0,2,0,1,0,2,1,-1,-1,1,2,5,639,5,17,7,1318,3.120244796,2320,287,7293662,6,1
teach,17031,teach,tiC,13,11,2,0.846153846,0.153846154,6,7,0.397435897,0.381818182,0.666666667,1,1,3,360,6,69,16,3715,3.570075705,14813,2299,19086011,4,1
teal,17033,teal,til,30,27,3,0.9,0.1,23,7,0.324137931,0.344729345,0.4743083,1,1,3,352,5,150,32,26,1.431363764,511,23,1803669,4,1
team,17034,team,tim,19,17,2,0.894736842,0.105263158,12,7,0.274853801,0.294117647,0.393939394,1,1,3,378,5,78,22,7528,3.876737297,67180,9117,171698717,4,1
tease,17037,tease,tiz,16,12,4,0.75,0.25,7,9,0.35,0.454545455,1,0.583333333,1,3,548,6,162,23,290,2.463892989,1021,214,2019742,4,1
technical,17042,technical,tEknIkL,1,0,1,0,1,0,1,-1,-1,-1,-1,3,8,480,10,4,1,420,2.624282096,11629,1259,102794976,9,1
technique,17045,technique,tEknik,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,409,10,3,1,456,2.6599162,8363,625,18830686,7,1
tedious,17051,tedious,tidixs,1,1,0,1,0,0,1,-1,-1,-1,-1,3,6,723,8,1,0,73,1.86923172,784,72,1512119,7,1
tedium,17052,tedium,tidixm,2,2,0,1,0,1,1,0,0,-1,-1,3,6,562,5,2,1,13,1.146128036,182,6,142578,6,1
teens,17053,teens,tinz,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,1,4,469,6,70,11,99,2,4647,840,70871043,4,2
teeny,17054,teeny,tini,11,11,0,1,0,7,4,0.218181818,0.218181818,0.428571429,0.5,2,4,397,5,58,8,128,2.11058971,293,73,750932,4,2
teeth,17056,teeth,tiT,12,11,1,0.916666667,0.083333333,5,7,0.409090909,0.381818182,0.6,1,1,3,312,6,59,6,2440,3.387567779,10657,1049,9769437,3,1
teethe,17057,teethe,tiD,11,10,1,0.909090909,0.090909091,4,7,0.436363636,0.4,0.5,1,1,3,550,7,44,4,1,0.301029996,3,0,10130,4,1
temper,17084,temper,tEmpX,5,4,1,0.8,0.2,1,4,0.4,0.5,-1,0.666666667,2,5,343,7,15,12,582,2.765668555,1808,262,1717493,6,1
temperate,17088,temperate,tEmpX|t,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,469,9,2,0,12,1.113943352,678,23,1183312,7,1
temple,17092,temple,tEmpL,4,3,1,0.75,0.25,0,4,0.666666667,1,-1,0.666666667,2,6,401,7,14,11,895,2.95230801,6067,580,16052337,7,1
tempo,17094,tempo,tEmpo,3,3,0,1,0,0,3,1,1,-1,1,2,5,401,6,7,6,86,1.939519253,939,90,3373848,6,1
temporal,17095,temporal,tEmpXL,2,0,2,0,1,0,2,1,-1,-1,1,3,7,379,9,5,0,69,1.84509804,2368,17,5228038,8,1
ten,17102,ten,tEn,27,22,5,0.814814815,0.185185185,21,6,0.321937322,0.411255411,0.504761905,0.466666667,1,3,429,4,109,46,7395,3.868996902,27479,3708,46917465,4,1
tenant,17108,tenant,tEn|nt,3,1,2,0.333333333,0.666666667,1,2,0.333333333,-1,-1,1,2,6,412,7,5,2,155,2.193124598,1422,88,6841635,7,1
tend,17109,tend,tEnd,16,11,5,0.6875,0.3125,11,5,0.366666667,0.563636364,0.672727273,0.7,1,4,358,5,39,19,626,2.797267541,14823,2397,13845810,5,1
tendency,17110,tendency,tEnd|nsi,1,0,1,0,1,1,0,-1,-1,-1,-1,3,8,687,8,2,0,138,2.1430148,4835,501,4490160,9,2
tender,17111,tender,tEndX,7,5,2,0.714285714,0.285714286,4,3,0.238095238,0.3,0.5,0.666666667,2,5,467,7,27,22,453,2.657055853,5358,268,8921535,6,1
tendon,17116,tendon,tEnd|n,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,6,589,7,6,4,29,1.477121255,522,20,789636,7,1
tenet,17119,tenet,tEn|t,6,4,2,0.666666667,0.333333333,2,4,0.2,0.333333333,1,0.333333333,2,5,425,6,16,8,6,0.84509804,768,269,838507,6,1
tennis,17121,tennis,tEn|s,4,3,1,0.75,0.25,1,3,0.166666667,0.333333333,-1,0.333333333,2,5,472,7,13,5,695,2.84260924,6047,896,26272328,6,1
tenor,17123,tenor,tEnX,9,6,3,0.666666667,0.333333333,1,8,0.25,0.266666667,-1,0.321428571,2,4,315,6,55,6,79,1.903089987,930,128,2361385,5,1
tense,17126,tense,tEns,12,9,3,0.75,0.25,6,6,0.318181818,0.5,1,0.4,1,4,399,6,35,9,522,2.718501689,2815,549,2320926,5,1
tension,17128,tension,tEnC|n,6,4,2,0.666666667,0.333333333,4,2,0.266666667,0.5,0.5,1,2,6,497,8,6,2,436,2.640481437,6786,1041,7095608,4,1
tent,17130,tent,tEnt,19,17,2,0.894736842,0.105263158,13,6,0.315789474,0.375,0.615384615,0.4,1,4,334,5,51,34,892,2.950851459,4956,572,6544902,5,1
tentacle,17131,tentacle,tEntIkL,1,1,0,1,0,1,0,-1,-1,-1,-1,3,8,546,9,1,1,13,1.146128036,157,4,613311,9,1
tepee,17138,tepee,tipi,3,3,0,1,0,0,3,1,1,-1,1,2,4,419,6,19,3,27,1.447158031,118,10,56962,5,1
term,17144,term,tRm,13,13,0,1,0,9,4,0.307692308,0.307692308,0.5,1,1,3,489,5,39,10,890,2.949877704,42461,8580,116284146,4,1
terminate,17147,terminate,tRmxnet,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,619,10,2,4,140,2.149219113,611,107,4661569,8,1
termination,17148,termination,tRmxneS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,4,9,616,12,2,2,68,1.838849091,944,84,10274046,10,2
terrace,17153,terrace,tErxs,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,491,8,32,4,173,2.240549248,1442,32,7531575,6,1
terrain,17154,terrain,tXen,4,4,0,1,0,3,1,0.166666667,0.166666667,0.333333333,-1,2,4,629,8,12,1,115,2.064457989,4040,304,5793822,5,1
terrible,17157,terrible,tErxbL,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,478,8,7,2,4795,3.680879174,11455,4543,8610277,6,1
terrify,17160,terrify,tErxfY,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,559,8,6,0,25,1.414973348,111,22,103254,7,1
territorial,17161,territorial,tErxtoriL,1,0,1,0,1,0,1,-1,-1,-1,-1,5,10,728,12,1,0,85,1.934498451,2023,159,3387028,11,2
territory,17162,territory,tErxtori,1,0,1,0,1,0,1,-1,-1,-1,-1,4,8,587,10,1,0,748,2.874481818,7748,1395,21963698,9,1
terror,17163,terror,tErX,5,2,3,0.4,0.6,1,4,0.1,1,-1,0.166666667,2,4,503,7,38,2,459,2.662757832,7598,3064,11981945,5,1
test,17167,test,tEst,18,14,4,0.777777778,0.222222222,14,4,0.37254902,0.615384615,0.615384615,0.166666667,1,4,419,5,52,29,4288,3.632356046,41727,6213,155012917,5,1
tester,17172,tester,tEstX,5,3,2,0.6,0.4,3,2,0.4,0.333333333,1,1,2,5,492,7,38,31,17,1.255272505,1175,30,3366908,6,2
testimonial,17176,testimonial,tEst|moniL,1,0,1,0,1,0,1,-1,-1,-1,-1,5,11,644,12,1,1,32,1.51851394,146,20,1481582,12,2
testimony,17177,testimony,tEst|moni,1,0,1,0,1,0,1,-1,-1,-1,-1,4,9,604,9,1,0,752,2.876794976,6978,2867,9893472,10,1
testy,17179,testy,tEsti,5,3,2,0.6,0.4,2,3,0.1,0,0,0.333333333,2,5,390,5,19,7,49,1.698970004,222,59,169557,6,1
text,17185,text,tEkst,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,446,5,15,10,267,2.428134794,16376,945,208792303,6,1
thai,17190,Thai,tY,34,22,12,0.647058824,0.352941176,18,16,0.335115865,0.58008658,0.888888889,0.416666667,1,2,355,5,126,19,167,2.225309282,2063,175,13729139,3,NA
than,17192,than,D@n,12,11,1,0.916666667,0.083333333,11,1,0.560606061,0.527272727,0.672727273,-1,1,3,404,5,65,35,37679,4.576110894,405521,68981,502620262,3,1
thank,17194,thank,T@Gk,11,10,1,0.909090909,0.090909091,11,0,0.818181818,0.8,0.818181818,-1,1,4,449,6,33,12,56877,4.754944317,58298,45397,63239921,5,1
that,17196,that,D@t,14,13,1,0.928571429,0.071428571,13,1,0.857142857,0.846153846,1,-1,1,3,518,5,36,18,719677,5.857138227,3326809,1186240,3400063273,4,1
thatch,17197,thatch,T@C,6,6,0,1,0,6,0,1,1,1,-1,1,3,499,7,26,2,38,1.591064607,258,2,289894,4,1
the,17199,the,Dx,7,6,1,0.857142857,0.142857143,2,5,0.523809524,0.666666667,1,1,1,2,349,4,32,30,1501908,6.17664362,13780893,2694449,23135851162,3,1
theft,17203,theft,TEft,4,4,0,1,0,4,0,1,1,1,-1,1,4,327,6,6,2,344,2.537819095,2749,529,12745569,5,1
their,17204,their,DEr,17,15,2,0.882352941,0.117647059,14,3,0.676470588,0.752380952,1,0.333333333,1,3,316,6,82,6,33413,4.523928468,686111,118894,782857871,4,1
them,17208,them,DEm,5,4,1,0.8,0.2,3,2,0.4,0.333333333,1,1,1,3,484,5,34,20,90720,4.957707829,419247,114124,403011598,4,1
theme,17209,theme,Tim,8,8,0,1,0,6,2,0.392857143,0.392857143,0.666666667,1,1,3,337,6,45,11,710,2.851869601,9977,2251,37221872,4,1
