lower,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
pact,12251,pact,p@kt,10,6,4,4,6,pact,1,4,313,5,49,20,192,1647,302,2172780,5,1
ski,15750,ski,ski,9,3,6,4,5,ski,1,3,593,4,76,24,413,8483,362,28672058,4,1
click,3288,click,klIk,19,14,5,8,11,click,1,4,352,6,67,16,327,4675,804,536761994,5,1
dame,4416,dame,dem,23,21,2,17,6,dame,1,3,549,5,75,36,702,2968,315,5936558,4,1
how,8076,how,hW,18,16,2,9,9,how,1,2,404,4,117,44,155867,351693,113754,571863383,3,1
towel,17543,towel,tWL,9,7,2,5,4,towel,1,3,500,6,53,13,722,3101,213,4901668,4,1
leaden,9737,leaden,lEdN,5,4,1,3,2,leaden,2,5,386,6,38,9,5,194,5,116308,5,1
chop,3108,chop,Cap,18,16,2,13,5,chop,1,3,397,5,57,19,694,1922,240,2317116,4,1
once,11924,once,w^ns,4,2,2,2,2,once,1,4,393,4,17,11,17589,99383,17510,111894502,5,1
turkey,17854,turkey,tRki,3,1,2,1,2,turkey,2,4,389,7,39,9,1153,11581,1467,28115923,5,1
barn,1549,barn,barn,11,10,1,5,6,barn,1,4,361,5,66,41,693,3601,200,5955376,5,1
bilge,1820,bilge,bIlJ,8,7,1,1,7,bilge,1,4,384,6,25,7,56,145,4,412304,4,1
boost,2058,boost,bust,9,8,1,8,1,boost,1,4,459,6,29,12,230,5197,714,13675504,5,1
squat,16221,squat,skwat,6,4,2,1,5,squat,1,5,484,6,10,2,160,1151,43,925062,6,1
crate,4130,crate,kret,16,13,3,9,7,crate,1,4,419,6,46,19,209,750,47,2337346,5,1
play,13125,play,ple,16,9,7,7,9,play,1,3,333,5,52,22,18081,68601,13591,150763326,4,1
mate,10536,mate,met,28,26,2,19,9,mate,1,3,394,5,110,52,1491,3766,815,9736872,4,1
slash,15781,slash,sl@S,15,12,3,7,8,slash,1,4,581,6,22,10,122,1224,175,2935736,5,1
fought,6736,fought,fct,20,17,3,16,4,fought,1,3,428,5,71,8,1362,8271,2018,5535215,4,1
page,12261,page,peJ,16,14,2,7,9,page,1,3,545,5,44,29,1912,28267,3773,1082139666,4,1
bold,2009,bold,bold,18,14,4,11,7,bold,1,4,499,5,70,27,385,4302,699,18244843,5,1
party,12487,party,parti,5,2,3,2,3,party,2,5,472,6,38,21,11890,59449,19532,144723933,6,2
rascal,14245,rascal,r@skL,2,1,1,1,1,rascal,2,6,619,7,10,3,201,220,38,1424891,7,1
driver,5286,driver,drYvX,3,1,2,1,2,driver,2,5,559,7,18,10,2416,13273,2093,48465707,6,2
autumn,1337,autumn,ctM,4,3,1,2,2,autumn,2,4,559,7,12,0,193,3039,252,9649779,5,1
futile,6913,futile,fyutL,2,1,1,1,1,futile,2,6,529,6,3,1,82,1052,94,956638,5,1
apiece,865,apiece,xpis,5,4,1,1,4,apiece,2,4,547,4,13,1,202,934,131,496659,4,1
hockey,7949,hockey,haki,6,5,1,3,3,hockey,2,4,449,7,48,12,588,3619,368,22253215,5,1
mad,10235,mad,m@d,28,23,5,17,11,mad,1,3,462,4,81,54,5784,7648,1858,16478992,4,1
senate,15404,senate,sEn|t,5,3,2,3,2,senate,2,5,417,7,24,2,331,25661,13336,34303220,6,1
glow,7234,glow,glo,13,7,6,8,5,glow,1,3,308,5,50,17,293,3916,139,5332631,4,1
lawyer,9721,lawyer,lOX,7,6,1,4,3,lawyer,2,3,384,7,34,11,4055,15150,4300,30253459,4,1
hack,7559,hack,h@k,30,27,3,17,13,hack,1,3,412,5,129,34,436,928,91,6547946,4,1
count,4042,count,kWnt,7,4,3,5,2,count,1,4,404,6,22,7,4588,13641,3448,40348176,5,1
chill,3061,chill,CIl,22,21,1,16,6,chill,1,3,441,6,67,13,828,4094,215,4495239,4,1
scrape,15276,scrape,skrep,3,2,1,1,2,scrape,1,5,569,7,8,6,210,1357,92,699467,6,1
borough,2073,borough,bRo,11,9,2,3,8,borough,2,3,379,8,101,3,60,546,42,6757768,4,1
dread,5262,dread,drEd,8,6,2,6,2,dread,1,4,345,6,21,10,128,1454,108,1651326,5,1
feud,6358,feud,fyud,7,4,3,1,6,feud,1,4,451,5,23,9,66,646,203,688736,5,1
mica,10782,mica,mYkx,3,2,1,1,2,mica,2,4,442,5,25,19,6,172,9,1101089,5,1
shed,15550,shed,SEd,17,16,1,14,3,shed,1,3,453,5,62,23,560,4612,573,6721387,4,1
trill,17719,trill,trIl,15,13,2,8,7,trill,1,4,469,6,36,17,6,86,3,172713,5,1
verb,18423,verb,vRb,6,5,1,2,4,verb,1,3,411,5,20,16,54,1022,64,3727646,4,1
soft,15942,soft,scft,5,3,2,3,2,soft,1,4,569,5,9,10,1633,17070,1275,39446858,5,1
murk,11277,murk,mRk,17,14,3,14,3,murk,1,3,318,5,96,17,5,133,3,85667,4,1
replete,14604,replete,rIplit,2,1,1,1,1,replete,2,6,475,6,1,1,8,525,26,405157,5,1
crafty,4115,crafty,kr@fti,2,1,1,1,1,crafty,2,6,446,6,11,5,53,285,35,1034420,6,2
guise,7500,guise,gYz,10,8,2,6,4,guise,1,3,453,6,95,10,28,646,63,767344,4,1
lest,9835,lest,lEst,23,20,3,17,6,lest,1,4,444,5,59,37,100,1157,74,1921747,5,1
band,1486,band,b@nd,19,13,6,14,5,band,1,4,424,5,49,32,2724,16316,2359,68585119,5,1
shorn,15599,shorn,Sorn,11,9,2,8,3,shorn,1,4,569,5,44,17,13,298,4,144151,4,1
witty,19115,witty,wIti,7,6,1,4,3,witty,2,4,449,5,54,13,163,862,106,1753886,5,2
than,17192,than,D@n,12,11,1,11,1,than,1,3,404,5,65,35,37679,405521,68981,502620262,3,1
dry,5315,dry,drY,12,8,4,6,6,dry,1,3,360,4,32,22,2184,18236,1426,31746729,4,1
quail,14055,quail,kwel,7,5,2,3,4,quail,1,4,370,6,29,6,68,652,33,1278967,5,1
tall,16944,tall,tcl,27,22,5,22,5,tall,1,3,318,5,94,33,1649,13194,1011,14325877,4,1
cart,2686,cart,kart,14,10,4,8,6,cart,1,4,324,5,82,36,461,3129,254,152159382,5,1
laid,9608,laid,led,30,23,7,17,13,laid,1,3,349,5,98,24,1527,10429,1946,13359320,4,1
bag,1434,bag,b@g,28,26,2,17,11,bag,1,3,439,4,74,39,4796,17692,1987,40683161,4,1
stale,16261,stale,stel,17,14,3,4,13,stale,1,4,388,6,50,21,149,949,44,1065657,5,1
mine,10860,mine,mYn,28,24,4,18,10,mine,1,3,376,5,109,49,12800,15688,3651,28819520,4,1
sticky,16361,sticky,stIki,2,1,1,1,1,sticky,2,5,579,6,20,6,292,2056,159,5700342,6,2
fuss,6910,fuss,f^s,9,8,1,6,3,fuss,1,3,501,5,57,27,364,1259,187,1475689,4,1
error,5825,error,ErX,5,3,2,2,3,error,2,3,461,6,63,3,473,6675,787,89407443,4,1
wreck,19195,wreck,rEk,18,17,1,13,5,wreck,1,3,321,6,121,9,697,1804,332,2448625,4,1
mace,10220,mace,mes,29,25,4,18,11,mace,1,3,479,5,98,35,178,454,38,1297640,4,1
many,10429,many,mEni,7,5,2,3,4,many,2,4,398,4,92,29,18331,243561,53009,318977612,5,1
cram,4117,cram,kr@m,16,13,3,6,10,cram,1,4,619,5,74,28,77,427,39,917616,5,1
rock,14885,rock,rak,23,20,3,19,4,rock,1,3,425,5,153,31,4394,26183,3994,95514044,4,1
meter,10764,meter,mitX,11,8,3,8,3,meter,2,4,599,6,68,26,317,4244,389,22874915,5,1
veined,18380,veined,vend,2,1,1,1,1,veined,1,4,538,5,23,2,0,155,0,178060,4,2
pot,13396,pot,pat,34,29,5,25,9,pot,1,3,324,4,108,47,1149,8122,836,12930337,4,1
soak,15916,soak,sok,23,18,5,18,5,soak,1,3,405,5,98,17,176,1511,121,1700767,4,1
right,14825,right,rYt,35,28,7,23,12,right,1,3,333,6,105,18,204428,292287,154266,273635706,4,1
helm,7789,helm,hElm,10,6,4,3,7,helm,1,4,360,5,31,17,273,1236,107,1960083,5,1
hen,7810,hen,hEn,24,20,4,16,8,hen,1,3,320,4,144,56,163,763,56,3742337,4,1
adduce,235,adduce,xdus,3,1,2,2,1,adduce,2,4,609,6,7,2,1,22,4,77225,4,1
dub,5320,dub,d^b,22,20,2,12,10,dub,1,3,280,4,64,34,55,234,18,4026648,4,1
jerk,9314,jerk,JRk,11,10,1,10,1,jerk,1,3,409,5,61,13,1690,1740,306,2741561,4,1
groove,7445,groove,gruv,8,7,1,1,7,groove,1,4,458,7,25,5,212,883,88,5407849,5,1
inject,8827,inject,InJEkt,4,3,1,3,1,inject,2,6,531,7,6,3,123,822,231,1187647,7,1
claw,3264,claw,klc,9,5,4,3,6,claw,1,3,388,5,37,16,223,885,43,1889661,4,1
bull,2298,bull,bUl,13,12,1,10,3,bull,1,3,269,5,60,29,1403,4710,696,10234576,4,1
read,14296,read,rid,28,25,3,18,10,read,1,3,375,5,150,31,12302,52516,12160,322346193,4,1
sherry,15565,sherry,SEri,8,6,2,7,1,sherry,2,4,435,7,108,9,705,1526,269,2407286,5,1
fluff,6581,fluff,fl^f,5,4,1,2,3,fluff,1,4,429,6,16,6,72,449,34,814535,5,1
blur,1973,blur,blR,6,3,3,2,4,blur,1,3,399,5,106,11,109,1469,111,1918107,4,1
house,8064,house,hWs,7,6,1,5,2,house,1,3,402,6,67,29,26214,139426,42318,231328347,4,1
