lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
them,them,DEm,5,4,1,3,2,them,1,3,484,5,34,20,90720,419247,114124,403011598,4
several,several,sEvXL,1,0,1,0,1,several,2,6,506,8,3,1,1978,76018,10507,107590145,7
may,may,me,32,23,9,15,17,may,1,2,385,4,161,60,26080,232650,41170,827841285,3
chatter,chatter,C@tX,13,10,3,9,4,chatter,2,4,394,8,24,9,238,1131,127,1773397,5
export,export,Eksport,1,0,1,0,1,export,2,7,635,7,2,4,65,4033,514,24764718,8
steam,steam,stim,8,5,3,3,5,steam,1,4,484,6,39,13,686,4303,462,11148945,5
thus,thus,D^s,6,5,1,6,0,thus,1,3,555,5,35,15,628,35070,766,59454918,4
taste,taste,test,9,8,1,7,2,taste,1,4,375,6,34,14,2617,14001,1677,17312480,5
abstract,abstract,@bstr@kt,1,0,1,0,1,abstract,2,8,623,9,1,1,111,4713,221,55954667,9
mute,mute,myut,6,4,2,3,3,mute,1,4,310,5,17,22,127,922,79,2352445,5
whittle,whittle,hwItL,2,1,1,0,2,whittle,2,5,258,8,42,5,21,363,125,466046,6
respite,respite,rEspxt,1,1,0,1,0,respite,2,6,456,6,1,1,24,704,38,1318533,5
abut,abut,xb^t,5,4,1,1,4,abut,2,4,361,5,13,7,6,85,20,190877,5
rating,rating,retIG,3,2,1,3,0,rating,2,5,392,7,28,16,112,8140,1039,207859211,6
grin,grin,grIn,9,9,0,0,9,grin,1,4,371,5,64,25,138,3231,83,2073169,5
bother,bother,baDX,3,3,0,2,1,bother,2,4,371,7,19,14,3436,4885,1058,5113916,5
ditty,ditty,dIti,10,10,0,6,4,ditty,2,4,298,5,46,12,40,101,10,289139,5
totem,totem,totM,2,1,1,0,2,totem,2,5,347,6,5,5,44,336,29,955513,6
reach,reach,riC,20,17,3,10,10,reach,1,3,513,6,102,18,2903,24496,4000,35690985,4
professor,professor,prxfEsX,1,0,1,0,1,professor,3,7,597,10,5,2,3548,26379,5576,40572636,8
regular,regular,rEgyUlX,1,0,1,1,0,regular,3,7,668,8,1,2,1727,17829,2752,62312043,4
taxi,taxi,t@ksi,2,0,2,0,2,taxi,2,5,639,5,17,7,1318,2320,287,7293662,6
ante,ante,@nti,5,1,4,2,3,ante,2,4,417,5,34,20,111,757,140,1994218,5
smuggle,smuggle,sm^gL,2,1,1,1,1,smuggle,2,6,619,8,3,4,102,291,84,214976,7
panelist,panelist,p@nLxst,1,0,1,1,0,panelist,3,8,598,9,2,2,1,251,150,453625,7
wither,wither,wIDX,9,7,2,6,3,wither,2,4,348,7,29,19,47,258,29,340249,5
pacific,pacific,pxsIfIk,1,0,1,1,0,pacific,3,7,584,8,3,2,493,10420,1284,54260271,8
ring,ring,rIG,23,21,2,11,12,ring,1,3,509,5,82,39,4730,12222,1864,54346434,4
shall,shall,S@l,13,10,3,6,7,shall,1,3,559,6,68,17,9441,8999,1299,191970203,4
frappe,frappe,fr@p,3,2,1,3,0,frappe,1,4,589,6,15,2,5,11,3,66821,5
immense,immense,ImEns,1,1,0,0,1,immense,2,5,476,8,0,1,82,2382,271,2354605,6
tract,tract,tr@kt,5,1,4,3,2,tract,1,5,465,6,24,12,73,1741,69,5897046,6
indian,Indian,Indixn,1,1,0,0,1,indian,3,6,363,7,7,3,175,19216,1291,54649019,7
notable,notable,notxbL,2,1,1,2,0,notable,3,7,589,8,2,3,31,3072,145,5045328,8
aloft,aloft,xlcft,1,0,1,1,0,aloft,2,5,605,4,1,2,37,647,25,497342,4
meat,meat,mit,25,22,3,18,7,meat,1,3,371,5,87,24,2226,12116,1342,17654214,4
gender,gender,JEndX,3,3,0,3,0,gender,2,5,415,7,18,21,143,16727,851,29249698,6
merit,merit,mEr|t,1,1,0,1,0,merit,2,5,455,6,34,7,173,2570,288,6451424,6
denim,denim,dEnM,4,3,1,1,3,denim,2,5,386,5,11,3,33,965,72,4738242,5
relish,relish,rElIS,2,2,0,1,1,relish,2,5,420,7,8,3,96,1035,80,903789,6
sphere,sphere,sfIr,6,4,2,6,0,sphere,1,4,478,7,16,2,126,2562,131,5523301,5
neat,neat,nit,25,23,2,19,6,neat,1,3,499,5,103,21,635,2943,462,4643885,4
straddle,straddle,str@dL,2,1,1,1,1,straddle,2,7,589,9,5,3,26,244,29,289396,8
partridge,partridge,partrIJ,1,1,0,1,0,partridge,2,7,629,10,2,4,173,245,11,1095499,6
casing,casing,kesIG,1,1,0,1,0,casing,2,5,509,7,16,14,96,518,103,1563984,6
retch,retch,rEC,13,11,2,7,6,retch,1,3,401,4,64,9,15,112,1,38897,4
musty,musty,m^sti,6,5,1,4,2,musty,2,5,678,5,15,12,25,406,12,240811,6
prosper,prosper,praspX,1,0,1,0,1,prosper,2,6,589,8,5,7,56,679,90,1155265,7
isolation,isolation,YsxleS|n,1,1,0,1,0,isolation,4,8,830,10,1,0,158,4179,444,6968755,9
mundane,mundane,m^nden,1,0,1,0,1,mundane,2,6,552,6,5,0,41,1126,95,1132496,6
tribe,tribe,trYb,9,7,2,1,8,tribe,1,4,503,6,21,11,325,3743,476,7895214,5
world,world,wRld,5,4,1,4,1,world,1,4,460,6,35,5,23216,193305,43143,431966449,5
cram,cram,kr@m,16,13,3,6,10,cram,1,4,619,5,74,28,77,427,39,917616,5
glitter,glitter,glItX,4,1,3,2,2,glitter,2,5,419,8,10,6,104,676,65,2788928,6
deuce,deuce,dus,20,17,3,11,9,deuce,1,3,539,4,80,3,146,136,17,970434,4
ashen,ashen,@S|n,5,1,4,5,0,ashen,2,4,530,6,24,8,9,257,6,187890,5
dinner,dinner,dInX,13,10,3,4,9,dinner,2,4,297,7,52,15,10336,20999,2657,25976630,5
pig,pig,pIg,19,18,1,10,9,pig,1,3,509,4,58,33,1996,2828,431,7033063,4
tooth,tooth,tuT,14,10,4,5,9,tooth,1,3,429,6,47,9,692,2027,278,5551049,4
decorator,decorator,dEkXetX,1,0,1,0,1,decorator,4,7,536,10,2,1,107,322,19,845861,8
reception,reception,rIsEpS|n,2,1,1,1,1,reception,3,8,583,10,2,2,568,3813,350,13317222,9
climactic,climactic,klYm@ktIk,1,0,1,0,1,climactic,3,9,622,7,1,1,11,266,21,239178,7
founder,founder,fWndX,2,0,2,1,1,founder,2,5,536,8,14,10,108,6931,1187,11180601,6
gum,gum,g^m,16,15,1,12,4,gum,1,3,335,4,61,27,683,1876,218,4504757,4
fleck,fleck,flEk,11,9,2,1,10,fleck,1,4,469,6,31,11,7,147,4,454261,5
bead,bead,bid,26,21,5,17,9,bead,1,3,459,5,114,26,57,761,12,4917836,4
medal,medal,mEdL,7,7,0,5,2,medal,2,5,275,6,36,11,590,3518,590,7747036,6
wink,wink,wIGk,14,10,4,10,4,wink,1,4,392,5,58,33,180,1037,117,2195002,5
filling,filling,fIlIG,6,5,1,6,0,filling,2,5,470,8,43,14,494,6003,632,9103402,6
lava,lava,lavx,3,2,1,2,1,lava,2,4,372,5,23,23,176,1244,98,2472631,4
legibility,legibility,lEJ|bIl|ti,1,0,1,1,0,legibility,5,10,683,6,0,0,0,110,0,184676,6
brick,brick,brIk,13,10,3,4,9,brick,1,4,334,6,74,22,519,4497,295,8095470,5
moron,moron,moran,2,1,1,1,1,moron,2,5,454,6,19,22,754,312,44,1017782,6
variant,variant,vErixnt,1,1,0,0,1,variant,3,7,588,8,3,3,9,827,21,4444856,8
shuttle,shuttle,S^tL,5,4,1,1,4,shuttle,2,5,360,8,14,4,282,4531,1231,8441019,6
secretarial,secretarial,sEkrxtEriL,1,0,1,0,1,secretarial,5,11,764,11,0,1,16,167,13,2095099,10
revel,revel,rEvL,9,7,2,5,4,revel,2,5,327,6,24,17,41,330,20,546277,6
leg,leg,lEg,15,14,1,7,8,leg,1,3,499,4,62,36,2882,11679,1348,17360515,4
french,french,frEnC,4,3,1,3,1,french,1,5,529,7,11,5,3541,24999,3381,81398445,6
swat,swat,swat,16,13,3,7,9,swat,1,4,526,5,30,17,196,882,208,1476384,5
fraught,fraught,frct,11,8,3,3,8,fraught,1,4,393,5,21,2,35,751,79,459290,4
precede,precede,prisid,1,1,0,1,0,precede,2,6,485,8,7,6,14,307,22,677234,7
bunt,bunt,b^nt,12,8,4,8,4,bunt,1,4,326,5,59,25,41,140,5,374480,5
crib,crib,krIb,3,2,1,1,2,crib,1,4,262,5,34,9,316,965,118,3849386,5
flew,flew,flu,14,10,4,6,8,flew,1,3,425,5,49,13,785,5579,1100,3529715,4
parkway,parkway,parkwe,1,0,1,0,1,parkway,2,6,474,5,2,0,53,1489,48,4318674,5
gaiety,gaiety,gexti,1,1,0,1,0,gaiety,3,5,502,5,2,0,23,92,3,150778,3
famed,famed,femd,2,0,2,0,2,famed,1,4,522,5,17,19,42,1371,185,1326101,4
morose,morose,mXos,1,1,0,0,1,morose,2,4,668,6,9,4,18,170,9,133059,4
flier,flier,flYX,6,4,2,2,4,flier,2,4,482,6,34,10,109,533,82,542812,5
glimmer,glimmer,glImX,2,2,0,1,1,glimmer,2,5,471,8,12,5,40,575,93,658110,6
pile,pile,pYl,28,25,3,20,8,pile,1,3,398,5,99,28,672,5040,411,4828878,4
diet,diet,dYxt,1,1,0,1,0,diet,2,4,365,5,30,20,784,9615,1529,44677719,5
narration,narration,nEreS|n,1,0,1,1,0,narration,3,7,644,8,1,0,14,896,20,918263,5
pith,pith,pIT,14,13,1,4,10,pith,1,3,309,5,43,20,10,160,3,189736,4
silicone,silicone,sIlxkon,1,1,0,0,1,silicone,3,7,465,9,2,2,40,828,227,3835328,8
box,box,baks,5,3,2,4,1,box,1,4,429,4,83,32,4577,26697,2764,169242820,5
content,content,kxntEnt,2,2,0,1,1,content,2,7,545,8,5,11,389,17597,1047,188885464,8
marry,marry,m@ri,11,10,1,10,1,marry,2,4,396,6,131,30,5322,5543,1022,4388137,5
cracker,cracker,kr@kX,2,1,1,0,2,cracker,2,5,428,8,26,8,294,609,70,2104527,6
tortoise,tortoise,tort|s,1,1,0,1,0,tortoise,2,6,529,9,4,2,57,423,21,1133746,7
restoration,restoration,rEstXeS|n,1,1,0,1,0,restoration,4,9,928,12,2,1,48,3062,273,12203006,10
treat,treat,trit,10,7,3,3,7,treat,1,4,293,6,38,8,2646,10298,2293,19442899,5
glacier,glacier,gleSX,2,2,0,0,2,glacier,2,5,461,8,5,2,38,1438,90,3021561,6
introduce,introduce,Intrxdus,1,1,0,0,1,introduce,3,8,768,10,2,4,1771,4899,1193,13104630,9
kept,kept,kEpt,3,2,1,2,1,kept,1,4,367,4,16,5,4559,33434,5824,27838368,4
repress,repress,rIprEs,3,3,0,3,0,repress,2,6,638,8,4,6,19,226,35,281218,7
rare,rare,rEr,22,20,2,17,5,rare,1,3,352,5,122,30,1087,12194,1902,29730256,4
flank,flank,fl@Gk,8,6,2,6,2,flank,1,5,520,6,20,13,236,955,58,910609,6
atom,atom,@tM,5,4,1,3,2,atom,2,4,351,5,14,7,140,1042,69,32778984,5
chaste,chaste,Cest,9,8,1,6,3,chaste,1,4,513,7,20,5,30,238,13,289676,4
terrace,terrace,tErxs,1,1,0,1,0,terrace,2,5,491,8,32,4,173,1442,32,7531575,6
bilge,bilge,bIlJ,8,7,1,1,7,bilge,1,4,384,6,25,7,56,145,4,412304,4
dial,dial,dYl,26,24,2,18,8,dial,1,3,330,5,108,19,452,2454,323,16718282,4
florid,florid,flcrxd,1,1,0,0,1,florid,2,6,544,7,6,9,4,157,2,124612,7
candy,candy,k@ndi,10,6,4,3,7,candy,2,5,494,6,43,23,1825,5139,929,13780648,6
gill,gill,gIl,28,24,4,23,5,gill,1,3,275,5,99,34,87,1272,78,3673631,4
dame,dame,dem,23,21,2,17,6,dame,1,3,549,5,75,36,702,2968,315,5936558,4
maximal,maximal,m@ksxmL,1,0,1,0,1,maximal,3,8,688,7,2,1,2,420,4,2067922,8
mole,mole,mol,33,28,5,22,11,mole,1,3,355,5,139,42,411,891,108,2257108,4
melt,melt,mElt,15,13,2,11,4,melt,1,4,401,5,51,23,373,2249,240,3154944,5
outfight,outfight,WtfYt,2,2,0,1,1,outfight,2,5,505,6,2,1,3,12,2,4468,4
scourge,scourge,skRJ,5,4,1,2,3,scourge,1,4,599,8,6,2,67,401,41,605240,5
flinch,flinch,flInC,5,2,3,3,2,flinch,1,5,482,7,10,3,58,440,37,161064,6
simmer,simmer,sImX,5,3,2,3,2,simmer,2,4,569,7,47,21,87,2578,56,1059011,5
token,token,tok|n,3,2,1,3,0,token,2,5,420,6,18,9,205,1274,213,5673161,6
dozen,dozen,d^zN,2,1,1,1,1,dozen,2,5,480,6,11,10,1231,14001,1913,9776227,6
den,den,dEn,33,29,4,22,11,den,1,3,332,4,127,57,312,1924,115,13652148,4
glide,glide,glYd,5,4,1,3,2,glide,1,4,396,6,22,7,120,812,64,1732328,5
silicon,silicon,sIlxk|n,1,1,0,0,1,silicon,3,7,562,8,6,1,87,2692,262,9261010,7
tipsy,tipsy,tIpsi,1,1,0,1,0,tipsy,2,5,410,5,7,3,33,203,18,280136,5
thief,thief,Tif,8,8,0,6,2,thief,1,3,420,6,37,6,1238,1677,348,2971021,4
lisle,lisle,lYl,24,22,2,14,10,lisle,2,4,411,4,24,10,8,122,0,644347,4
panther,panther,p@nTX,3,2,1,1,2,panther,2,5,488,8,8,3,131,694,108,3557196,6
cargo,cargo,kargo,2,1,1,2,0,cargo,2,5,421,6,25,13,459,3132,407,9748668,6
terror,terror,tErX,5,2,3,1,4,terror,2,4,503,7,38,2,459,7598,3064,11981945,5
striving,striving,strYvIG,1,1,0,0,1,striving,2,7,678,9,3,3,24,1119,91,2302058,8
rudder,rudder,r^dX,4,4,0,2,2,rudder,2,4,413,7,32,7,198,291,27,757465,5
dive,dive,dYv,17,14,3,9,8,dive,1,3,494,5,54,28,654,2367,302,8258687,4
drizzle,drizzle,drIzL,3,3,0,1,2,drizzle,2,6,380,7,6,2,22,1279,23,640385,7
reverence,reverence,rEvXxns,1,0,1,1,0,reverence,3,7,649,8,5,2,68,824,54,899445,7
peck,peck,pEk,20,19,1,15,5,peck,1,3,321,5,101,28,180,931,229,1961752,4
doe,doe,do,29,18,11,14,15,doe,1,2,409,4,165,57,221,2024,398,7947836,3
tough,tough,t^f,17,15,2,10,7,tough,1,3,355,6,43,15,4616,21755,9246,13560922,4
zoom,zoom,zum,8,7,1,7,1,zoom,1,3,529,5,30,8,181,1030,130,31376977,4
sensory,sensory,sEnsXi,2,1,1,0,2,sensory,3,6,595,7,8,2,55,1606,57,3394914,6
hedge,hedge,hEJ,11,10,1,5,6,hedge,1,3,394,6,50,11,79,2028,289,4041805,4
undershirt,undershirt,^ndXSRt,1,1,0,0,1,undershirt,3,7,620,11,2,1,15,157,4,85144,8
noise,noise,nOz,4,3,1,3,1,noise,1,3,432,6,50,12,1779,10040,1100,25173489,4
worth,worth,wRT,13,12,1,7,6,worth,1,3,433,6,40,14,5569,25581,5236,48076607,4
threw,threw,Tru,10,8,2,7,3,threw,1,3,340,5,34,5,2082,8913,1305,4411069,4
stay,stay,ste,17,7,10,4,13,stay,1,3,539,5,45,24,26298,43300,14104,80702745,4
battery,battery,b@tXi,1,0,1,0,1,battery,3,5,429,8,12,5,633,5274,475,51450549,6
cheat,cheat,Cit,17,16,1,13,4,cheat,1,3,318,6,51,13,901,1411,365,9904417,4
cloak,cloak,klok,13,12,1,2,11,cloak,1,4,459,6,39,2,153,1190,55,1450297,5
stud,stud,st^d,12,11,1,2,10,stud,1,4,399,5,43,11,354,715,52,9482020,5
item,item,YtM,2,2,0,2,0,item,2,4,407,5,10,7,628,9217,945,296541110,5
shelf,shelf,SElf,6,3,3,3,3,shelf,1,4,426,5,22,7,355,3801,293,11287023,5
admiration,admiration,@dmXeS|n,1,0,1,1,0,admiration,4,8,848,11,2,1,107,1607,197,1261297,9
liquor,liquor,lIkX,14,11,3,10,4,liquor,2,4,329,7,49,2,882,2352,317,4727755,5
foam,foam,fom,16,13,3,10,6,foam,1,3,388,5,46,9,179,2377,206,8921687,4
hallelujah,hallelujah,h@lxluyx,1,0,1,1,0,hallelujah,4,8,678,6,0,0,476,265,67,527297,5
staple,staple,stepL,3,3,0,2,1,staple,2,6,497,7,9,9,57,1298,106,1893759,7
roller,roller,rolX,9,8,1,6,3,roller,2,4,401,7,93,22,293,2034,382,7835563,5
joy,joy,JO,9,8,1,4,5,joy,1,2,287,4,63,30,1456,8312,1757,16324106,3
cyst,cyst,sIst,10,7,3,6,4,cyst,1,4,419,5,42,5,22,339,10,850857,5
occasional,occasional,xkeZ|nL,1,0,1,0,1,occasional,4,8,778,11,1,0,199,5128,269,6424555,9
trunk,trunk,tr^Gk,3,2,1,2,1,trunk,1,5,489,6,11,8,1010,3929,350,11020361,6
jungle,jungle,J^GgL,3,2,1,2,1,jungle,2,6,398,7,7,6,1151,3048,406,7152235,7
nail,nail,nel,26,23,3,22,4,nail,1,3,356,5,116,28,951,3102,503,9052835,4
approve,approve,xpruv,2,0,2,1,1,approve,2,5,560,8,4,2,580,2915,864,9415563,6
braille,braille,brel,14,11,3,5,9,braille,1,4,325,8,45,1,28,2674,32,1741143,5
mode,mode,mod,24,20,4,15,9,mode,1,3,469,5,76,29,263,5915,434,67328532,4
atomic,atomic,xtamIk,1,0,1,0,1,atomic,3,6,698,6,3,0,249,2676,410,9959017,4
contract,contract,kantr@kt,3,1,2,0,3,contract,2,8,537,9,6,5,1650,13536,1835,66898362,9
cafe,cafe,k@fe,2,1,1,0,2,cafe,2,4,559,5,10,16,258,3462,438,16443526,4
beseech,beseech,bIsiC,1,1,0,0,1,beseech,2,5,564,8,1,0,79,41,2,307046,6
mayor,mayor,meX,12,10,2,2,10,mayor,2,3,464,6,108,9,1595,14663,5657,15031138,4
splurge,splurge,splRJ,1,0,1,1,0,splurge,1,5,547,8,2,2,19,408,59,208250,6
incubator,incubator,IGkyubetX,1,0,1,0,1,incubator,4,9,585,10,0,1,51,292,52,1166449,5
slid,slid,slId,9,8,1,2,7,slid,1,4,483,5,23,12,94,3977,81,1394827,4
clutch,clutch,kl^C,4,4,0,1,3,clutch,1,4,688,7,18,1,127,1413,95,4249235,5
compete,compete,kxmpit,1,0,1,0,1,compete,2,6,408,8,2,5,432,6385,1208,9246854,7
barrier,barrier,b@riX,3,3,0,3,0,barrier,3,5,531,8,33,13,173,3785,504,8353617,6
swoop,swoop,swup,10,9,1,6,4,swoop,1,4,385,6,18,8,78,396,53,467481,5
end,end,End,13,3,10,10,3,end,1,3,425,4,54,27,13559,109189,29392,220830910,4
hardy,hardy,hardi,5,3,2,1,4,hardy,2,5,399,6,24,11,188,2674,240,4748962,6
exceed,exceed,Iksid,1,1,0,1,0,exceed,2,5,505,7,2,1,64,2126,166,13137396,6
warp,warp,worp,7,6,1,1,6,warp,1,4,387,5,28,23,280,648,44,2403782,5
hunt,hunt,h^nt,10,8,2,6,4,hunt,1,4,498,5,35,25,1319,8760,1622,13754315,5
report,report,rIport,4,4,0,3,1,report,2,6,536,7,7,7,5508,49547,14031,286243318,7
auto,auto,cto,4,2,2,2,2,auto,2,3,319,5,16,6,391,6883,1551,94703300,4
wombat,wombat,wamb@t,1,1,0,1,0,wombat,2,6,629,7,3,4,15,86,0,452744,7
spring,spring,sprIG,5,4,1,2,3,spring,2,5,503,7,12,15,1597,25633,2229,64816752,6
tenant,tenant,tEn|nt,3,1,2,1,2,tenant,2,6,412,7,5,2,155,1422,88,6841635,7
rug,rug,r^g,22,20,2,15,7,rug,1,3,329,4,63,34,531,1956,268,6760586,4
crank,crank,kr@Gk,8,5,3,6,2,crank,1,5,389,6,27,13,272,1104,114,2185694,6
roost,roost,rust,7,5,2,5,2,roost,1,4,484,6,30,10,45,471,45,608008,5
heavy,heavy,hEvi,3,3,0,2,1,heavy,2,4,390,6,32,7,2412,23474,3040,37669171,5
limb,limb,lIm,20,17,3,11,9,limb,1,3,333,5,87,14,238,2211,237,2360178,4
nasal,nasal,nezL,5,5,0,3,2,nasal,2,5,520,6,14,10,106,1727,64,2538214,6
sixty,sixty,sIksti,1,0,1,0,1,sixty,2,6,566,6,6,1,277,4988,936,4851534,7
switch,switch,swIC,11,10,1,5,6,switch,1,4,475,7,21,6,1434,6924,979,45341217,5
dwindle,dwindle,dwIndL,1,1,0,1,0,dwindle,2,7,364,8,8,4,5,202,28,134568,8
loud,loud,lWd,12,10,2,9,3,loud,1,3,449,5,57,14,2031,8470,1154,8655110,4
utility,utility,yUtIl|ti,1,0,1,1,0,utility,4,8,553,8,4,1,114,5263,372,28301196,9
camel,camel,k@mL,8,7,1,1,7,camel,2,5,404,6,56,11,256,1167,123,11006144,6
sly,sly,slY,17,11,6,7,10,sly,1,3,599,4,41,15,136,997,89,1238712,4
still,still,stIl,17,14,3,5,12,still,1,4,549,6,49,18,40225,195162,47989,190450277,5
costume,costume,kastum,1,0,1,0,1,costume,2,6,525,8,4,4,721,2430,309,10751871,7
bourbon,bourbon,bRb|n,4,3,1,4,0,bourbon,2,5,326,8,25,1,319,1084,126,1477640,6
cat,cat,k@t,35,30,5,21,14,cat,1,3,298,4,117,54,3383,10074,1207,46849873,4
gleam,gleam,glim,6,4,2,1,5,gleam,1,4,539,6,15,6,50,555,16,364549,5
reverse,reverse,rIvRs,3,2,1,1,2,reverse,2,5,555,8,11,9,560,5632,877,19036324,6
virgin,virgin,vRJ|n,3,3,0,3,0,virgin,2,5,503,7,9,4,961,4340,436,24410758,6
for,for,for,33,23,10,20,13,for,1,3,449,4,147,40,351650,2199819,451690,5933321709,4
addle,addle,@dL,8,5,3,5,3,addle,2,4,529,6,34,6,8,24,0,21363,5
rotor,rotor,rotX,6,4,2,2,4,rotor,2,4,339,6,61,3,24,510,68,2003039,5
melodic,melodic,mxladIk,1,1,0,1,0,melodic,3,7,549,8,1,1,10,542,27,1549236,8
protect,protect,prxtEkt,1,0,1,0,1,protect,2,6,566,8,2,5,3583,20461,5342,37459350,7
swath,swath,swaT,7,7,0,0,7,swath,1,4,518,6,10,6,11,620,44,438339,4
celery,celery,sElXi,2,1,1,1,1,celery,3,5,569,6,17,0,95,1682,85,1256388,5
sailor,sailor,selX,8,7,1,4,4,sailor,2,4,569,7,81,9,632,1297,195,4759495,5
hemline,hemline,hEmlYn,1,1,0,1,0,hemline,2,6,459,8,5,2,10,66,8,70689,7
punk,punk,p^Gk,12,9,3,11,1,punk,1,4,314,5,29,21,1121,1286,186,12300718,5
moody,moody,mudi,3,2,1,1,2,moody,2,4,445,6,45,14,115,1533,235,3776452,5
depart,depart,dxpart,1,0,1,1,0,depart,2,6,399,7,2,4,109,854,77,4975122,7
his,his,hIz,17,15,2,8,9,his,1,3,401,4,76,31,108364,1082290,162842,660184817,4
grease,grease,gris,14,12,2,2,12,grease,1,4,417,7,65,9,354,1692,120,3132383,5
data,data,detx,2,1,1,0,2,data,2,4,316,5,18,22,1306,58285,2492,406920642,5
fork,fork,fork,13,10,3,3,10,fork,1,4,304,5,61,20,450,3993,203,7843006,5
biting,biting,bYtIG,2,2,0,2,0,biting,2,5,347,4,20,7,250,1467,184,1860757,4
blink,blink,blIGk,6,4,2,5,1,blink,1,5,429,6,24,15,258,1297,168,5265420,6
boom,boom,bum,18,15,3,12,6,boom,1,3,452,5,74,22,1112,5725,1162,7876714,4
shaky,shaky,Seki,1,0,1,0,1,shaky,2,4,619,5,19,4,151,1350,195,766843,5
immeasurable,immeasurable,ImEZXxbL,1,0,1,1,0,immeasurable,5,9,664,12,0,1,15,148,13,233029,8
gross,gross,gros,11,9,2,0,11,gross,1,4,375,6,47,23,779,5186,1317,16440798,5
quiet,quiet,kwY|t,1,0,1,0,1,quiet,2,5,403,6,6,7,5978,15746,2192,16748709,6
recur,recur,rIkR,3,2,1,1,2,recur,2,4,444,6,72,0,2,255,29,378119,5
bulk,bulk,b^lk,7,6,1,3,4,bulk,1,4,429,5,28,17,97,3473,352,18029501,5
scoop,scoop,skup,9,7,2,6,3,scoop,1,4,405,6,24,8,289,1702,249,5272937,5
receipt,receipt,rIsit,5,4,1,1,4,receipt,2,5,442,8,10,2,379,1024,151,14513169,6
home,home,hom,20,18,2,13,7,home,1,3,372,5,92,32,39491,152652,32906,1276874048,4
birdie,birdie,bRdi,7,6,1,3,4,birdie,2,4,502,7,65,6,253,796,31,775268,5
flagrant,flagrant,flegrxnt,1,1,0,1,0,flagrant,2,8,544,9,1,1,29,263,37,313303,9
drain,drain,dren,13,10,3,7,6,drain,1,4,539,6,51,13,440,4494,348,6412237,5
boutique,boutique,butik,2,0,2,0,2,boutique,2,5,529,9,5,1,55,1017,87,6243406,6
ample,ample,@mpL,3,1,2,2,1,ample,2,5,363,5,11,6,93,2127,134,3187842,4
barbed,barbed,barbd,3,1,2,0,3,barbed,1,5,405,7,18,9,67,806,91,653497,6
trick,trick,trIk,13,10,3,5,8,trick,1,4,313,6,56,19,2411,5087,824,8209875,5
reward,reward,rIword,1,1,0,1,0,reward,2,6,472,7,4,11,919,4181,791,7799584,7
drew,drew,dru,13,9,4,7,6,drew,1,3,379,5,52,12,1277,12170,1745,10762071,4
scrap,scrap,skr@p,4,4,0,1,3,scrap,1,5,450,6,12,7,223,1795,188,3757482,6
select,select,sxlEkt,2,1,1,2,0,select,2,6,556,7,4,2,180,5719,539,168688154,7
batch,batch,b@C,20,20,0,10,10,batch,1,3,354,6,74,18,212,1363,117,7837389,4
corpse,corpse,korps,3,1,2,0,3,corpse,1,5,394,7,15,6,515,1591,106,2667151,6
soup,soup,sup,22,16,6,16,6,soup,1,3,507,5,83,16,1285,5979,505,10543534,4
reversal,reversal,rIvRsL,2,1,1,1,1,reversal,3,7,563,9,3,2,57,1381,226,2425317,8
tendency,tendency,tEnd|nsi,1,0,1,1,0,tendency,3,8,687,8,2,0,138,4835,501,4490160,9
move,move,muv,8,5,3,1,7,move,1,3,385,5,30,26,21325,52746,13243,70118763,4
naturally,naturally,n@CXLi,1,0,1,0,1,naturally,3,7,582,8,3,0,1250,7025,767,10578863,7
seat,seat,sit,32,28,4,21,11,seat,1,3,439,5,122,31,4018,20400,3255,29067801,4
odds,odds,adz,4,3,1,3,1,odds,1,3,519,5,43,9,970,6567,1013,13286511,4
sen,sen,sEn,28,23,5,20,8,sen,1,3,439,4,124,52,72,11257,6574,5237060,4
rocket,rocket,rak|t,5,5,0,5,0,rocket,2,5,478,7,16,12,604,3606,760,7451773,6
deadlock,deadlock,dEdlak,1,1,0,1,0,deadlock,2,6,519,9,4,1,4,336,112,856918,7
lightning,lightning,lYtnIG,1,0,1,1,0,lightning,2,6,509,10,7,3,721,3800,605,7621331,7
immemorial,immemorial,ImxmoriL,1,0,1,1,0,immemorial,5,9,766,5,1,0,4,139,10,182323,4
ban,ban,b@n,30,25,5,17,13,ban,1,3,276,4,144,60,160,6348,1718,11944578,4
lynch,lynch,lInC,10,7,3,9,1,lynch,1,4,446,6,38,3,257,2772,482,4920597,5
dissident,dissident,dIs|d|nt,1,1,0,1,0,dissident,3,8,456,10,1,1,9,664,142,631185,8
chord,chord,kord,19,15,4,10,9,chord,1,4,403,6,91,6,93,899,148,3123447,5
address,address,@drEs,2,0,2,1,1,address,2,5,728,8,3,1,2666,24164,5214,261874562,6
atypical,atypical,etIpIkL,1,0,1,1,0,atypical,4,8,612,7,1,2,19,529,28,940146,7
skimp,skimp,skImp,4,1,3,2,2,skimp,1,5,451,6,9,6,13,113,7,108535,6
chaser,chaser,CesX,5,4,1,1,4,chaser,2,4,454,7,17,9,66,209,48,1668181,5
vigor,vigor,vIgX,4,4,0,3,1,vigor,2,4,529,6,20,10,21,968,104,977794,5
